DateKey,ModelKey,MetricName,MetricValue,MetricGoal,IsBreach,PSIDriftScore,PredictionVolume,P95LatencyMs,FeatureNullPct,TrainingDataAgeDays,ModelVersion
20260601,3,QuoteAcceptRate,0.6817,0.62,0,0.0998,413,66,0.358,4,1.6.0
20260601,4,RMSEMins,13.3136,14.00,0,0.0646,350,43,0.567,4,1.4.0
20260601,5,AUC,0.8149,0.79,0,0.0630,143,153,0.216,3,1.2.0
20260601,6,Precision,0.7331,0.71,0,0.0855,159,56,0.277,1,2.0.0
20260601,7,MacroF1,0.8917,0.85,0,0.0532,67,325,0.571,2,1.1.0
20260601,8,AUC,0.7843,0.74,0,0.0564,493,50,0.581,4,1.0.0
20260602,1,MAPE,9.3756,12.00,0,0.0875,217,188,2.079,79,2.3.0
20260602,2,NDCG@5,0.8083,0.82,1,0.0768,1782,50,0.586,3,3.1.0
20260602,3,QuoteAcceptRate,0.6357,0.62,0,0.0793,403,56,0.457,5,1.6.0
20260602,4,RMSEMins,12.0899,14.00,0,0.0765,341,38,0.517,5,1.4.0
20260602,5,AUC,0.8354,0.79,0,0.0340,140,156,0.386,4,1.2.0
20260602,6,Precision,0.7620,0.71,0,0.0689,155,63,0.439,2,2.0.0
20260602,7,MacroF1,0.8920,0.85,0,0.0495,65,338,0.525,3,1.1.0
20260602,8,AUC,0.7691,0.74,0,0.0772,480,43,0.305,5,1.0.0
20260603,1,MAPE,10.3311,12.00,0,0.1000,168,204,2.203,80,2.3.0
20260603,2,NDCG@5,0.8153,0.82,1,0.0365,1380,36,0.393,4,3.1.0
20260603,3,QuoteAcceptRate,0.6332,0.62,0,0.0208,312,55,0.663,6,1.6.0
20260603,4,RMSEMins,12.6079,14.00,0,0.0968,264,42,0.462,6,1.4.0
20260603,5,AUC,0.8379,0.79,0,0.0694,108,182,0.557,5,1.2.0
20260603,6,Precision,0.7480,0.71,0,0.0644,120,59,0.534,3,2.0.0
20260603,7,MacroF1,0.8750,0.85,0,0.0566,50,380,0.665,4,1.1.0
20260603,8,AUC,0.7625,0.74,0,0.0432,372,43,0.218,6,1.0.0
20260604,1,MAPE,10.6714,12.00,0,0.1125,227,205,3.058,81,2.3.0
20260604,2,NDCG@5,0.8108,0.82,1,0.0862,1863,60,0.264,5,3.1.0
20260604,3,QuoteAcceptRate,0.6810,0.62,0,0.0642,421,71,0.334,0,1.6.0
20260604,4,RMSEMins,12.4998,14.00,0,0.0570,356,40,0.733,0,1.4.0
20260604,5,AUC,0.8095,0.79,0,0.0733,146,163,0.451,6,1.2.0
20260604,6,Precision,0.7371,0.71,0,0.0686,162,76,0.240,4,2.0.0
20260604,7,MacroF1,0.8652,0.85,0,0.1027,68,324,0.448,5,1.1.0
20260604,8,AUC,0.7761,0.74,0,0.0685,502,37,0.811,0,1.0.0
20260605,1,MAPE,12.5422,12.00,1,0.1250,193,226,3.048,82,2.3.0
20260605,2,NDCG@5,0.8201,0.82,0,0.0369,1587,45,0.585,6,3.1.0
20260605,3,QuoteAcceptRate,0.6331,0.62,0,0.0610,359,57,0.523,1,1.6.0
20260605,4,RMSEMins,11.5386,14.00,0,0.0386,304,38,0.254,1,1.4.0
20260605,5,AUC,0.8292,0.79,0,0.0380,124,140,0.806,0,1.2.0
20260605,6,Precision,0.7487,0.71,0,0.0724,138,53,0.410,5,2.0.0
20260605,7,MacroF1,0.9080,0.85,0,0.0201,58,313,0.841,6,1.1.0
20260605,8,AUC,0.7568,0.74,0,0.0619,428,54,0.412,1,1.0.0
20260606,1,MAPE,11.3879,12.00,0,0.1375,276,176,2.958,83,2.3.0
20260606,2,NDCG@5,0.8181,0.82,1,0.0895,2266,43,0.323,0,3.1.0
20260606,3,QuoteAcceptRate,0.6989,0.62,0,0.1013,512,73,0.348,2,1.6.0
20260606,4,RMSEMins,11.5734,14.00,0,0.0559,433,40,0.535,2,1.4.0
20260606,5,AUC,0.8184,0.79,0,0.0873,177,134,0.378,1,1.2.0
20260606,6,Precision,0.7358,0.71,0,0.0656,197,79,0.661,6,2.0.0
20260606,7,MacroF1,0.8884,0.85,0,0.1099,83,324,0.745,0,1.1.0
20260606,8,AUC,0.7891,0.74,0,0.0837,611,42,0.562,2,1.0.0
20260607,1,MAPE,12.3612,12.00,1,0.1500,276,177,3.114,84,2.3.0
20260607,2,NDCG@5,0.8063,0.82,1,0.0614,2266,38,0.455,1,3.1.0
20260607,3,QuoteAcceptRate,0.6696,0.62,0,0.1006,512,59,0.579,3,1.6.0
20260607,4,RMSEMins,12.8038,14.00,0,0.0957,433,39,0.657,3,1.4.0
20260607,5,AUC,0.8275,0.79,0,0.0497,177,154,0.288,2,1.2.0
20260607,6,Precision,0.7502,0.71,0,0.0829,197,75,0.678,0,2.0.0
20260607,7,MacroF1,0.8675,0.85,0,0.0858,83,332,0.405,1,1.1.0
20260607,8,AUC,0.7862,0.74,0,0.0386,611,45,0.724,3,1.0.0
20260608,1,MAPE,12.7569,12.00,1,0.1625,195,194,3.045,85,2.3.0
20260608,2,NDCG@5,0.7945,0.82,1,0.0800,1598,40,0.431,2,3.1.0
20260608,3,QuoteAcceptRate,0.6710,0.62,0,0.0346,361,67,0.434,4,1.6.0
20260608,4,RMSEMins,11.8832,14.00,0,0.0609,306,44,0.274,4,1.4.0
20260608,5,AUC,0.8358,0.79,0,0.0450,125,136,0.544,3,1.2.0
20260608,6,Precision,0.7323,0.71,0,0.0355,139,59,0.406,1,2.0.0
20260608,7,MacroF1,0.8724,0.85,0,0.0517,58,422,0.354,2,1.1.0
20260608,8,AUC,0.7438,0.74,0,0.0270,431,39,0.242,4,1.0.0
20260609,1,MAPE,15.0136,12.00,1,0.1750,165,172,2.939,86,2.3.0
20260609,2,NDCG@5,0.8103,0.82,1,0.0388,1357,45,0.779,3,3.1.0
20260609,3,QuoteAcceptRate,0.6502,0.62,0,0.0624,307,56,0.575,5,1.6.0
20260609,4,RMSEMins,14.1831,14.00,1,0.0571,260,37,0.646,5,1.4.0
20260609,5,AUC,0.8220,0.79,0,0.0822,106,161,0.440,4,1.2.0
20260609,6,Precision,0.7066,0.71,1,0.0268,118,82,0.201,2,2.0.0
20260609,7,MacroF1,0.9062,0.85,0,0.0278,50,403,0.604,3,1.1.0
20260609,8,AUC,0.7812,0.74,0,0.0742,366,39,0.738,5,1.0.0
20260610,1,MAPE,15.1204,12.00,1,0.1875,162,203,2.316,87,2.3.0
20260610,2,NDCG@5,0.8116,0.82,1,0.0495,1334,47,0.740,4,3.1.0
20260610,3,QuoteAcceptRate,0.6426,0.62,0,0.0453,302,57,0.811,6,1.6.0
20260610,4,RMSEMins,11.8969,14.00,0,0.1021,255,45,0.600,6,1.4.0
20260610,5,AUC,0.8165,0.79,0,0.0301,104,144,0.606,5,1.2.0
20260610,6,Precision,0.7667,0.71,0,0.0409,116,67,0.700,3,2.0.0
20260610,7,MacroF1,0.8962,0.85,0,0.0502,49,325,0.511,4,1.1.0
20260610,8,AUC,0.7733,0.74,0,0.0883,360,51,0.665,6,1.0.0
20260611,1,MAPE,14.6850,12.00,1,0.2000,193,189,2.817,88,2.3.0
20260611,2,NDCG@5,0.7983,0.82,1,0.0664,1587,45,0.495,5,3.1.0
20260611,3,QuoteAcceptRate,0.6553,0.62,0,0.0748,359,60,0.694,0,1.6.0
20260611,4,RMSEMins,12.4904,14.00,0,0.0257,304,44,0.802,0,1.4.0
20260611,5,AUC,0.8145,0.79,0,0.0843,124,177,0.660,6,1.2.0
20260611,6,Precision,0.7704,0.71,0,0.0436,138,83,0.693,4,2.0.0
20260611,7,MacroF1,0.8725,0.85,0,0.0731,58,309,0.549,5,1.1.0
20260611,8,AUC,0.7656,0.74,0,0.0730,428,49,0.201,0,1.0.0
20260612,1,MAPE,16.1933,12.00,1,0.2125,174,232,3.303,89,2.3.0
20260612,2,NDCG@5,0.7967,0.82,1,0.0572,1426,50,0.828,6,3.1.0
20260612,3,QuoteAcceptRate,0.6412,0.62,0,0.0833,322,63,0.266,1,1.6.0
20260612,4,RMSEMins,13.0121,14.00,0,0.0935,273,44,0.559,1,1.4.0
20260612,5,AUC,0.8267,0.79,0,0.0243,112,154,0.330,0,1.2.0
20260612,6,Precision,0.7745,0.71,0,0.0260,124,71,0.825,5,2.0.0
20260612,7,MacroF1,0.8735,0.85,0,0.1093,52,338,0.237,6,1.1.0
20260612,8,AUC,0.7564,0.74,0,0.0782,384,49,0.244,1,1.0.0
20260613,1,MAPE,17.6765,12.00,1,0.2250,279,158,1.663,90,2.3.0
20260613,2,NDCG@5,0.8254,0.82,0,0.0803,2288,44,0.763,0,3.1.0
20260613,3,QuoteAcceptRate,0.6885,0.62,0,0.0808,517,53,0.310,2,1.6.0
20260613,4,RMSEMins,11.5036,14.00,0,0.0512,438,28,0.556,2,1.4.0
20260613,5,AUC,0.8187,0.79,0,0.1003,179,137,0.647,1,1.2.0
20260613,6,Precision,0.7304,0.71,0,0.0231,199,64,0.577,6,2.0.0
20260613,7,MacroF1,0.8907,0.85,0,0.0705,84,367,0.247,0,1.1.0
20260613,8,AUC,0.7823,0.74,0,0.0841,617,41,0.795,2,1.0.0
20260614,1,MAPE,17.6015,12.00,1,0.2375,276,210,2.460,91,2.3.0
20260614,2,NDCG@5,0.8260,0.82,0,0.0514,2266,46,0.789,1,3.1.0
20260614,3,QuoteAcceptRate,0.6745,0.62,0,0.0500,512,59,0.462,3,1.6.0
20260614,4,RMSEMins,12.1685,14.00,0,0.0980,433,51,0.430,3,1.4.0
20260614,5,AUC,0.8202,0.79,0,0.0286,177,141,0.288,2,1.2.0
20260614,6,Precision,0.7283,0.71,0,0.0295,197,79,0.825,0,2.0.0
20260614,7,MacroF1,0.8995,0.85,0,0.0422,83,362,0.316,1,1.1.0
20260614,8,AUC,0.7759,0.74,0,0.0432,611,39,0.345,3,1.0.0
20260615,1,MAPE,15.6144,12.00,1,0.3005,218,211,3.239,92,2.3.0
20260615,2,NDCG@5,0.7915,0.82,1,0.0298,1794,58,0.657,2,3.1.0
20260615,3,QuoteAcceptRate,0.6499,0.62,0,0.0603,406,56,0.570,4,1.6.0
20260615,4,RMSEMins,12.3593,14.00,0,0.0524,343,45,0.324,4,1.4.0
20260615,5,AUC,0.8496,0.79,0,0.0801,140,170,0.536,3,1.2.0
20260615,6,Precision,0.7583,0.71,0,0.0318,156,64,0.644,1,2.0.0
20260615,7,MacroF1,0.9075,0.85,0,0.0235,66,292,0.612,2,1.1.0
20260615,8,AUC,0.7930,0.74,0,0.0255,484,44,0.207,4,1.0.0
20260616,1,MAPE,16.3444,12.00,1,0.3203,196,194,1.989,93,2.3.0
20260616,2,NDCG@5,0.7933,0.82,1,0.0409,1610,51,0.504,3,3.1.0
20260616,3,QuoteAcceptRate,0.6627,0.62,0,0.0322,364,64,0.232,5,1.6.0
20260616,4,RMSEMins,12.5013,14.00,0,0.0257,308,41,0.847,5,1.4.0
20260616,5,AUC,0.8252,0.79,0,0.0339,126,139,0.240,4,1.2.0
20260616,6,Precision,0.7562,0.71,0,0.0947,140,65,0.588,2,2.0.0
20260616,7,MacroF1,0.8778,0.85,0,0.0298,59,332,0.590,3,1.1.0
20260616,8,AUC,0.7540,0.74,0,0.0552,434,46,0.277,5,1.0.0
20260617,1,MAPE,18.6580,12.00,1,0.3142,189,191,2.848,94,2.3.0
20260617,2,NDCG@5,0.8161,0.82,1,0.0734,1552,38,0.390,4,3.1.0
20260617,3,QuoteAcceptRate,0.6923,0.62,0,0.0410,351,66,0.239,6,1.6.0
20260617,4,RMSEMins,12.7922,14.00,0,0.0526,297,34,0.687,6,1.4.0
20260617,5,AUC,0.8225,0.79,0,0.0316,122,145,0.796,5,1.2.0
20260617,6,Precision,0.6958,0.71,1,0.0737,135,79,0.747,3,2.0.0
20260617,7,MacroF1,0.9006,0.85,0,0.0362,57,356,0.549,4,1.1.0
20260617,8,AUC,0.7895,0.74,0,0.0868,418,44,0.328,6,1.0.0
20260618,1,MAPE,19.5926,12.00,1,0.3703,206,235,2.105,95,2.3.0
20260618,2,NDCG@5,0.8273,0.82,0,0.0917,1690,37,0.329,5,3.1.0
20260618,3,QuoteAcceptRate,0.6796,0.62,0,0.0228,382,52,0.423,0,1.6.0
20260618,4,RMSEMins,12.1007,14.00,0,0.0215,323,49,0.762,0,1.4.0
20260618,5,AUC,0.8346,0.79,0,0.0861,132,146,0.528,6,1.2.0
20260618,6,Precision,0.7341,0.71,0,0.0676,147,65,0.232,4,2.0.0
20260618,7,MacroF1,0.8718,0.85,0,0.0350,62,383,0.514,5,1.1.0
20260618,8,AUC,0.7927,0.74,0,0.0690,456,53,0.695,0,1.0.0
20260619,1,MAPE,19.3896,12.00,1,0.3889,218,241,1.686,96,2.3.0
20260619,2,NDCG@5,0.8083,0.82,1,0.0270,1794,53,0.351,6,3.1.0
20260619,3,QuoteAcceptRate,0.6596,0.62,0,0.0746,406,75,0.717,1,1.6.0
20260619,4,RMSEMins,13.1277,14.00,0,0.0711,343,38,0.727,1,1.4.0
20260619,5,AUC,0.8345,0.79,0,0.0686,140,170,0.671,0,1.2.0
20260619,6,Precision,0.7550,0.71,0,0.0646,156,81,0.755,5,2.0.0
20260619,7,MacroF1,0.8571,0.85,0,0.0688,66,337,0.423,6,1.1.0
20260619,8,AUC,0.7953,0.74,0,0.0766,484,50,0.658,1,1.0.0
20260620,1,MAPE,19.7207,12.00,1,0.3237,295,161,2.156,97,2.3.0
20260620,2,NDCG@5,0.8105,0.82,1,0.0489,2426,47,0.771,0,3.1.0
20260620,3,QuoteAcceptRate,0.6447,0.62,0,0.1074,549,61,0.262,2,1.6.0
20260620,4,RMSEMins,13.4698,14.00,0,0.0460,464,34,0.556,2,1.4.0
20260620,5,AUC,0.8242,0.79,0,0.0981,190,134,0.320,1,1.2.0
20260620,6,Precision,0.7188,0.71,0,0.0824,211,92,0.322,6,2.0.0
20260620,7,MacroF1,0.8967,0.85,0,0.0216,89,299,0.352,0,1.1.0
20260620,8,AUC,0.8082,0.74,0,0.0501,654,39,0.548,2,1.0.0
20260621,1,MAPE,18.1990,12.00,1,0.3550,251,175,1.817,98,2.3.0
20260621,2,NDCG@5,0.8026,0.82,1,0.0259,2058,42,0.678,1,3.1.0
20260621,3,QuoteAcceptRate,0.6451,0.62,0,0.0368,465,52,0.519,3,1.6.0
20260621,4,RMSEMins,13.0418,14.00,0,0.0887,394,39,0.622,3,1.4.0
20260621,5,AUC,0.8209,0.79,0,0.0768,161,147,0.791,2,1.2.0
20260621,6,Precision,0.7542,0.71,0,0.0975,179,80,0.268,0,2.0.0
20260621,7,MacroF1,0.8710,0.85,0,0.0860,75,313,0.244,1,1.1.0
20260621,8,AUC,0.7804,0.74,0,0.0224,555,45,0.431,3,1.0.0
20260622,1,MAPE,18.7106,12.00,1,0.3210,195,203,2.241,99,2.3.0
20260622,2,NDCG@5,0.8072,0.82,1,0.0413,1598,45,0.797,2,3.1.0
20260622,3,QuoteAcceptRate,0.6914,0.62,0,0.0491,361,57,0.252,4,1.6.0
20260622,4,RMSEMins,12.5530,14.00,0,0.0656,306,41,0.845,4,1.4.0
20260622,5,AUC,0.8124,0.79,0,0.0675,125,184,0.727,3,1.2.0
20260622,6,Precision,0.7096,0.71,1,0.0303,139,74,0.350,1,2.0.0
20260622,7,MacroF1,0.8802,0.85,0,0.0418,58,268,0.449,2,1.1.0
20260622,8,AUC,0.7917,0.74,0,0.0967,431,46,0.524,4,1.0.0
20260623,1,MAPE,19.3972,12.00,1,0.2851,172,246,1.838,100,2.3.0
20260623,2,NDCG@5,0.8314,0.82,0,0.0477,1414,55,0.828,3,3.1.0
20260623,3,QuoteAcceptRate,0.6552,0.62,0,0.0657,320,58,0.422,5,1.6.0
20260623,4,RMSEMins,13.9429,14.00,0,0.0806,271,36,0.370,5,1.4.0
20260623,5,AUC,0.8245,0.79,0,0.0228,111,155,0.212,4,1.2.0
20260623,6,Precision,0.7420,0.71,0,0.0264,123,63,0.572,2,2.0.0
20260623,7,MacroF1,0.8842,0.85,0,0.1052,52,334,0.459,3,1.1.0
20260623,8,AUC,0.7815,0.74,0,0.0282,381,48,0.403,5,1.0.0
20260624,1,MAPE,18.7890,12.00,1,0.3364,186,200,2.472,101,2.3.0
20260624,2,NDCG@5,0.8082,0.82,1,0.0429,1530,57,0.817,4,3.1.0
20260624,3,QuoteAcceptRate,0.6733,0.62,0,0.0317,346,65,0.295,6,1.6.0
20260624,4,RMSEMins,12.7415,14.00,0,0.0831,293,40,0.267,6,1.4.0
20260624,5,AUC,0.8317,0.79,0,0.0790,120,137,0.683,5,1.2.0
20260624,6,Precision,0.7301,0.71,0,0.1006,133,56,0.246,3,2.0.0
20260624,7,MacroF1,0.8977,0.85,0,0.0333,56,318,0.295,4,1.1.0
20260624,8,AUC,0.7699,0.74,0,0.0476,412,40,0.379,6,1.0.0
20260625,1,MAPE,19.6810,12.00,1,0.3447,182,227,1.958,102,2.3.0
20260625,2,NDCG@5,0.8116,0.82,1,0.0953,1495,53,0.533,5,3.1.0
20260625,3,QuoteAcceptRate,0.6896,0.62,0,0.0220,338,55,0.753,0,1.6.0
20260625,4,RMSEMins,12.1869,14.00,0,0.0629,286,34,0.597,0,1.4.0
20260625,5,AUC,0.8196,0.79,0,0.0323,117,153,0.208,6,1.2.0
20260625,6,Precision,0.7478,0.71,0,0.0835,130,65,0.523,4,2.0.0
20260625,7,MacroF1,0.9003,0.85,0,0.0845,55,278,0.625,5,1.1.0
20260625,8,AUC,0.7629,0.74,0,0.0403,403,42,0.418,0,1.0.0
20260626,1,MAPE,18.8425,12.00,1,0.3765,197,197,3.303,103,2.3.0
20260626,2,NDCG@5,0.8031,0.82,1,0.0740,1622,46,0.682,6,3.1.0
20260626,3,QuoteAcceptRate,0.6742,0.62,0,0.0710,367,65,0.376,1,1.6.0
20260626,4,RMSEMins,12.5900,14.00,0,0.0947,310,36,0.650,1,1.4.0
20260626,5,AUC,0.8414,0.79,0,0.0668,127,161,0.216,0,1.2.0
20260626,6,Precision,0.7006,0.71,1,0.0868,141,65,0.343,5,2.0.0
20260626,7,MacroF1,0.8674,0.85,0,0.0307,59,313,0.360,6,1.1.0
20260626,8,AUC,0.7566,0.74,0,0.1011,437,34,0.803,1,1.0.0
20260627,1,MAPE,19.5449,12.00,1,0.2874,283,249,2.338,104,2.3.0
20260627,2,NDCG@5,0.8120,0.82,1,0.1094,2323,55,0.803,0,3.1.0
20260627,3,QuoteAcceptRate,0.6858,0.62,0,0.0203,525,50,0.449,2,1.6.0
20260627,4,RMSEMins,12.3563,14.00,0,0.0252,444,32,0.391,2,1.4.0
20260627,5,AUC,0.8450,0.79,0,0.0623,182,149,0.486,1,1.2.0
20260627,6,Precision,0.7321,0.71,0,0.0970,202,65,0.315,6,2.0.0
20260627,7,MacroF1,0.8929,0.85,0,0.0207,85,263,0.837,0,1.1.0
20260627,8,AUC,0.7763,0.74,0,0.0888,626,33,0.716,2,1.0.0
20260628,1,MAPE,18.2593,12.00,1,0.3529,262,227,3.296,105,2.3.0
20260628,2,NDCG@5,0.8161,0.82,1,0.1080,2150,46,0.277,1,3.1.0
20260628,3,QuoteAcceptRate,0.6587,0.62,0,0.0499,486,81,0.294,3,1.6.0
20260628,4,RMSEMins,13.2748,14.00,0,0.0856,411,34,0.708,3,1.4.0
20260628,5,AUC,0.8296,0.79,0,0.0953,168,149,0.814,2,1.2.0
20260628,6,Precision,0.7571,0.71,0,0.0972,187,59,0.244,0,2.0.0
20260628,7,MacroF1,0.8848,0.85,0,0.0995,79,422,0.659,1,1.1.0
20260628,8,AUC,0.7726,0.74,0,0.0948,580,43,0.687,3,1.0.0
20260629,1,MAPE,18.8199,12.00,1,0.2704,175,216,2.212,106,2.3.0
20260629,2,NDCG@5,0.7907,0.82,1,0.0785,1438,41,0.413,2,3.1.0
20260629,3,QuoteAcceptRate,0.6453,0.62,0,0.0577,325,52,0.592,4,1.6.0
20260629,4,RMSEMins,12.5977,14.00,0,0.0631,275,47,0.232,4,1.4.0
20260629,5,AUC,0.8396,0.79,0,0.0206,112,133,0.475,3,1.2.0
20260629,6,Precision,0.7435,0.71,0,0.0277,125,78,0.754,1,2.0.0
20260629,7,MacroF1,0.9101,0.85,0,0.0962,52,345,0.631,2,1.1.0
20260629,8,AUC,0.7903,0.74,0,0.0587,388,47,0.335,4,1.0.0
20260630,1,MAPE,19.5573,12.00,1,0.3331,158,194,1.776,107,2.3.0
20260630,2,NDCG@5,0.7956,0.82,1,0.0455,1300,50,0.806,3,3.1.0
20260630,3,QuoteAcceptRate,0.6811,0.62,0,0.1090,294,54,0.602,5,1.6.0
20260630,4,RMSEMins,13.7808,14.00,0,0.0829,249,46,0.491,5,1.4.0
20260630,5,AUC,0.8324,0.79,0,0.0663,102,142,0.317,4,1.2.0
20260630,6,Precision,0.7261,0.71,0,0.0692,113,71,0.672,2,2.0.0
20260630,7,MacroF1,0.8925,0.85,0,0.0651,47,403,0.596,3,1.1.0
20260630,8,AUC,0.7647,0.74,0,0.0597,350,44,0.421,5,1.0.0
20260701,1,MAPE,18.2591,12.00,1,0.3397,223,240,2.624,108,2.3.0
20260701,2,NDCG@5,0.8091,0.82,1,0.0693,1828,56,0.502,4,3.1.0
20260701,3,QuoteAcceptRate,0.6843,0.62,0,0.0474,413,64,0.356,6,1.6.0
20260701,4,RMSEMins,12.3732,14.00,0,0.0493,350,39,0.707,6,1.4.0
20260701,5,AUC,0.8107,0.79,0,0.0428,143,120,0.247,5,1.2.0
20260701,6,Precision,0.7667,0.71,0,0.1032,159,73,0.711,3,2.0.0
20260701,7,MacroF1,0.8801,0.85,0,0.0433,67,403,0.453,4,1.1.0
20260701,8,AUC,0.7197,0.74,1,0.1003,493,49,0.463,6,1.0.0
20260702,1,MAPE,19.9991,12.00,1,0.2846,217,251,2.451,109,2.3.0
20260702,2,NDCG@5,0.8008,0.82,1,0.0388,1782,59,0.351,5,3.1.0
20260702,3,QuoteAcceptRate,0.6437,0.62,0,0.0976,403,52,0.245,0,1.6.0
20260702,4,RMSEMins,11.4927,14.00,0,0.0689,341,43,0.769,0,1.4.0
20260702,5,AUC,0.8254,0.79,0,0.0372,140,189,0.509,6,1.2.0
20260702,6,Precision,0.7648,0.71,0,0.0581,155,85,0.470,4,2.0.0
20260702,7,MacroF1,0.8920,0.85,0,0.0977,65,343,0.799,5,1.1.0
20260702,8,AUC,0.7807,0.74,0,0.1022,480,46,0.600,0,1.0.0
20260703,1,MAPE,20.6480,12.00,1,0.3378,232,231,2.471,110,2.3.0
20260703,2,NDCG@5,0.8033,0.82,1,0.0787,1909,46,0.639,6,3.1.0
20260703,3,QuoteAcceptRate,0.6646,0.62,0,0.0863,432,66,0.750,1,1.6.0
20260703,4,RMSEMins,12.8083,14.00,0,0.0267,365,39,0.352,1,1.4.0
20260703,5,AUC,0.8112,0.79,0,0.0939,149,157,0.739,0,1.2.0
20260703,6,Precision,0.7431,0.71,0,0.0796,166,76,0.685,5,2.0.0
20260703,7,MacroF1,0.8747,0.85,0,0.0356,70,337,0.789,6,1.1.0
20260703,8,AUC,0.7785,0.74,0,0.0204,515,46,0.567,1,1.0.0
20260704,1,MAPE,17.7016,12.00,1,0.2763,295,195,3.375,111,2.3.0
20260704,2,NDCG@5,0.7953,0.82,1,0.0900,2426,57,0.486,0,3.1.0
20260704,3,QuoteAcceptRate,0.6554,0.62,0,0.0789,549,63,0.580,2,1.6.0
20260704,4,RMSEMins,12.3579,14.00,0,0.0836,464,35,0.419,2,1.4.0
20260704,5,AUC,0.8404,0.79,0,0.0316,190,136,0.602,1,1.2.0
20260704,6,Precision,0.7457,0.71,0,0.0933,211,54,0.489,6,2.0.0
20260704,7,MacroF1,0.8772,0.85,0,0.0996,89,353,0.340,0,1.1.0
20260704,8,AUC,0.7554,0.74,0,0.0956,654,47,0.413,2,1.0.0
20260705,1,MAPE,20.6246,12.00,1,0.3618,298,238,2.020,112,2.3.0
20260705,2,NDCG@5,0.8294,0.82,0,0.0504,2450,42,0.305,1,3.1.0
20260705,3,QuoteAcceptRate,0.7119,0.62,0,0.0848,554,55,0.394,3,1.6.0
20260705,4,RMSEMins,12.6475,14.00,0,0.0374,469,38,0.368,3,1.4.0
20260705,5,AUC,0.8020,0.79,0,0.0711,192,148,0.838,2,1.2.0
20260705,6,Precision,0.7407,0.71,0,0.0826,213,82,0.817,0,2.0.0
20260705,7,MacroF1,0.8968,0.85,0,0.1063,89,412,0.850,1,1.1.0
20260705,8,AUC,0.7829,0.74,0,0.0313,660,46,0.235,3,1.0.0
20260706,1,MAPE,19.6403,12.00,1,0.2845,186,234,2.201,113,2.3.0
20260706,2,NDCG@5,0.8190,0.82,1,0.0273,1530,40,0.561,2,3.1.0
20260706,3,QuoteAcceptRate,0.6595,0.62,0,0.0617,346,56,0.486,4,1.6.0
20260706,4,RMSEMins,13.4765,14.00,0,0.0639,293,40,0.630,4,1.4.0
20260706,5,AUC,0.8267,0.79,0,0.0501,120,145,0.747,3,1.2.0
20260706,6,Precision,0.7300,0.71,0,0.0517,133,65,0.209,1,2.0.0
20260706,7,MacroF1,0.8836,0.85,0,0.0578,56,258,0.519,2,1.1.0
20260706,8,AUC,0.7474,0.74,0,0.0389,412,54,0.291,4,1.0.0
20260707,1,MAPE,19.0894,12.00,1,0.2815,195,236,3.378,114,2.3.0
20260707,2,NDCG@5,0.8117,0.82,1,0.0581,1598,52,0.414,3,3.1.0
20260707,3,QuoteAcceptRate,0.6791,0.62,0,0.0271,361,53,0.206,5,1.6.0
20260707,4,RMSEMins,13.5743,14.00,0,0.0899,306,38,0.378,5,1.4.0
20260707,5,AUC,0.8093,0.79,0,0.0600,125,127,0.216,4,1.2.0
20260707,6,Precision,0.7142,0.71,0,0.0664,139,82,0.691,2,2.0.0
20260707,7,MacroF1,0.8934,0.85,0,0.0844,58,341,0.570,3,1.1.0
20260707,8,AUC,0.7864,0.74,0,0.1047,431,45,0.652,5,1.0.0
20260708,1,MAPE,19.2966,12.00,1,0.2742,224,186,2.110,115,2.3.0
20260708,2,NDCG@5,0.7963,0.82,1,0.0456,1840,35,0.369,4,3.1.0
20260708,3,QuoteAcceptRate,0.6644,0.62,0,0.0706,416,63,0.547,6,1.6.0
20260708,4,RMSEMins,12.5361,14.00,0,0.0200,352,35,0.330,6,1.4.0
20260708,5,AUC,0.8279,0.79,0,0.0920,144,190,0.533,5,1.2.0
20260708,6,Precision,0.7240,0.71,0,0.0947,160,69,0.346,3,2.0.0
20260708,7,MacroF1,0.8882,0.85,0,0.0300,67,334,0.798,4,1.1.0
20260708,8,AUC,0.7953,0.74,0,0.0502,496,38,0.692,6,1.0.0
20260709,1,MAPE,18.3448,12.00,1,0.2679,206,236,2.323,116,2.3.0
20260709,2,NDCG@5,0.8106,0.82,1,0.0723,1690,61,0.560,5,3.1.0
20260709,3,QuoteAcceptRate,0.6777,0.62,0,0.0329,382,58,0.771,0,1.6.0
20260709,4,RMSEMins,13.4994,14.00,0,0.0548,323,37,0.355,0,1.4.0
20260709,5,AUC,0.8244,0.79,0,0.0396,132,144,0.782,6,1.2.0
20260709,6,Precision,0.7279,0.71,0,0.0832,147,88,0.271,4,2.0.0
20260709,7,MacroF1,0.8865,0.85,0,0.0712,62,329,0.207,5,1.1.0
20260709,8,AUC,0.7925,0.74,0,0.0634,456,41,0.248,0,1.0.0
20260710,1,MAPE,21.6044,12.00,1,0.3423,199,202,2.179,117,2.3.0
20260710,2,NDCG@5,0.7965,0.82,1,0.0648,1633,50,0.256,6,3.1.0
20260710,3,QuoteAcceptRate,0.6657,0.62,0,0.0807,369,59,0.643,1,1.6.0
20260710,4,RMSEMins,13.1910,14.00,0,0.0253,312,34,0.801,1,1.4.0
20260710,5,AUC,0.8261,0.79,0,0.0673,128,144,0.643,0,1.2.0
