DateKey,AreaKey,ServiceCategory,ForecastedJobs,ActualJobs,AbsError,APE
20260811,7,Pest Control,1.0,1,0.0,0.0000
20260811,7,Plumber,1.9,2,0.1,0.0500
20260811,8,Appliance Repair,2.6,2,0.6,0.3000
20260811,8,Deep Cleaning,0.7,0,0.7,
20260811,8,Electrician,0.9,1,0.1,0.1000
20260811,8,Plumber,4.0,5,1.0,0.2000
20260811,9,AC Service,1.9,2,0.1,0.0500
20260811,9,Appliance Repair,1.2,1,0.2,0.2000
20260811,9,Carpenter,1.0,1,0.0,0.0000
20260811,9,Deep Cleaning,2.0,2,0.0,0.0000
20260811,9,Electrician,3.1,3,0.1,0.0333
20260811,9,Pest Control,0.9,1,0.1,0.1000
20260811,9,Plumber,1.6,0,1.6,
20260811,10,Appliance Repair,1.3,2,0.7,0.3500
20260811,10,Carpenter,1.0,1,0.0,0.0000
20260811,10,Electrician,1.2,1,0.2,0.2000
20260811,10,Painter,0.6,0,0.6,
20260811,11,AC Service,0.5,0,0.5,
20260811,11,Appliance Repair,0.9,1,0.1,0.1000
20260811,11,Carpenter,0.9,1,0.1,0.1000
20260811,11,Deep Cleaning,3.1,3,0.1,0.0333
20260811,11,Plumber,2.5,2,0.5,0.2500
20260811,12,AC Service,1.0,1,0.0,0.0000
20260811,12,Appliance Repair,2.1,2,0.1,0.0500
20260811,12,Carpenter,1.0,1,0.0,0.0000
20260811,12,Pest Control,1.1,1,0.1,0.1000
20260811,13,AC Service,0.9,1,0.1,0.1000
20260811,13,Carpenter,0.5,0,0.5,
20260811,13,Electrician,0.7,1,0.3,0.3000
20260811,13,Plumber,0.8,1,0.2,0.2000
20260811,14,AC Service,1.1,1,0.1,0.1000
20260811,14,Appliance Repair,2.4,2,0.4,0.2000
20260811,14,Carpenter,0.9,1,0.1,0.1000
20260811,14,Electrician,3.1,3,0.1,0.0333
20260811,14,Plumber,3.5,3,0.5,0.1667
20260811,15,AC Service,1.0,0,1.0,
20260811,15,Appliance Repair,1.8,2,0.2,0.1000
20260811,15,Carpenter,0.9,1,0.1,0.1000
20260811,15,Deep Cleaning,2.1,2,0.1,0.0500
20260811,15,Electrician,1.9,2,0.1,0.0500
20260811,15,Pest Control,1.4,0,1.4,
20260811,16,AC Service,1.1,1,0.1,0.1000
20260811,16,Appliance Repair,0.9,1,0.1,0.1000
20260811,16,Carpenter,1.0,1,0.0,0.0000
20260811,16,Electrician,1.0,1,0.0,0.0000
20260811,16,Pest Control,1.2,0,1.2,
20260811,16,Plumber,0.9,1,0.1,0.1000
20260811,17,AC Service,1.0,0,1.0,
20260811,17,Appliance Repair,1.1,1,0.1,0.1000
20260811,17,Carpenter,1.1,1,0.1,0.1000
20260811,17,Electrician,1.5,2,0.5,0.2500
20260811,17,Painter,1.2,1,0.2,0.2000
20260811,17,Plumber,1.1,1,0.1,0.1000
20260811,18,Pest Control,1.1,1,0.1,0.1000
20260811,18,Plumber,1.8,0,1.8,
20260811,19,Appliance Repair,0.7,0,0.7,
20260811,19,Deep Cleaning,0.9,0,0.9,
20260811,19,Pest Control,0.9,1,0.1,0.1000
20260811,19,Plumber,3.5,4,0.5,0.1250
20260811,20,Appliance Repair,0.8,1,0.2,0.2000
20260811,20,Deep Cleaning,0.5,0,0.5,
20260811,20,Electrician,0.9,1,0.1,0.1000
20260811,20,Painter,1.4,0,1.4,
20260811,20,Plumber,2.3,2,0.3,0.1500
20260812,1,AC Service,1.2,1,0.2,0.2000
20260812,1,Appliance Repair,0.9,1,0.1,0.1000
20260812,1,Carpenter,2.2,2,0.2,0.1000
20260812,1,Deep Cleaning,2.0,2,0.0,0.0000
20260812,1,Electrician,2.5,3,0.5,0.1667
20260812,1,Painter,0.9,1,0.1,0.1000
20260812,1,Plumber,3.0,3,0.0,0.0000
20260812,2,AC Service,1.2,1,0.2,0.2000
20260812,2,Appliance Repair,2.1,2,0.1,0.0500
20260812,2,Deep Cleaning,1.1,1,0.1,0.1000
20260812,2,Painter,0.8,0,0.8,
20260812,2,Plumber,2.2,2,0.2,0.1000
20260812,3,Deep Cleaning,3.5,3,0.5,0.1667
20260812,3,Electrician,2.0,2,0.0,0.0000
20260812,3,Painter,1.0,1,0.0,0.0000
20260812,3,Pest Control,3.2,3,0.2,0.0667
20260812,3,Plumber,7.1,6,1.1,0.1833
20260812,4,AC Service,1.0,1,0.0,0.0000
20260812,4,Carpenter,1.3,1,0.3,0.3000
20260812,4,Deep Cleaning,1.8,2,0.2,0.1000
20260812,4,Electrician,0.9,1,0.1,0.1000
20260812,4,Pest Control,1.2,1,0.2,0.2000
20260812,4,Plumber,3.7,3,0.7,0.2333
20260812,5,AC Service,0.8,1,0.2,0.2000
20260812,5,Appliance Repair,2.2,2,0.2,0.1000
20260812,5,Electrician,0.8,1,0.2,0.2000
20260812,5,Plumber,5.5,6,0.5,0.0833
20260812,6,AC Service,1.1,1,0.1,0.1000
20260812,6,Appliance Repair,1.4,0,1.4,
20260812,6,Carpenter,1.9,2,0.1,0.0500
20260812,6,Deep Cleaning,2.2,2,0.2,0.1000
20260812,6,Electrician,1.0,1,0.0,0.0000
20260812,6,Painter,1.1,1,0.1,0.1000
20260812,6,Pest Control,1.0,1,0.0,0.0000
20260812,6,Plumber,1.1,1,0.1,0.1000
20260812,7,AC Service,0.8,1,0.2,0.2000
20260812,7,Appliance Repair,1.2,1,0.2,0.2000
20260812,7,Carpenter,1.1,1,0.1,0.1000
20260812,7,Deep Cleaning,2.1,2,0.1,0.0500
20260812,7,Electrician,2.0,2,0.0,0.0000
20260812,7,Pest Control,1.1,0,1.1,
20260812,7,Plumber,1.7,2,0.3,0.1500
20260812,8,AC Service,1.1,0,1.1,
20260812,8,Carpenter,0.9,1,0.1,0.1000
20260812,8,Deep Cleaning,1.2,0,1.2,
20260812,8,Electrician,0.8,1,0.2,0.2000
20260812,8,Plumber,2.3,2,0.3,0.1500
20260812,9,AC Service,0.9,1,0.1,0.1000
20260812,9,Carpenter,1.1,1,0.1,0.1000
20260812,9,Electrician,1.1,1,0.1,0.1000
20260812,9,Pest Control,1.2,1,0.2,0.2000
20260812,9,Plumber,6.3,5,1.3,0.2600
20260812,10,AC Service,1.0,1,0.0,0.0000
20260812,10,Appliance Repair,1.0,1,0.0,0.0000
20260812,10,Carpenter,0.9,1,0.1,0.1000
20260812,10,Deep Cleaning,2.6,3,0.4,0.1333
20260812,10,Pest Control,2.1,2,0.1,0.0500
20260812,10,Plumber,0.9,1,0.1,0.1000
20260812,11,AC Service,1.0,1,0.0,0.0000
20260812,11,Deep Cleaning,3.2,3,0.2,0.0667
20260812,11,Electrician,1.0,1,0.0,0.0000
20260812,11,Plumber,4.0,3,1.0,0.3333
20260812,12,AC Service,1.1,1,0.1,0.1000
20260812,12,Appliance Repair,1.0,1,0.0,0.0000
20260812,12,Carpenter,1.8,2,0.2,0.1000
20260812,12,Electrician,2.2,2,0.2,0.1000
20260812,12,Pest Control,2.8,3,0.2,0.0667
20260812,12,Plumber,0.6,0,0.6,
20260812,13,Carpenter,0.8,1,0.2,0.2000
20260812,13,Deep Cleaning,0.6,0,0.6,
20260812,13,Electrician,2.1,2,0.1,0.0500
20260812,13,Pest Control,0.8,1,0.2,0.2000
20260812,13,Plumber,2.0,2,0.0,0.0000
20260812,14,AC Service,1.2,1,0.2,0.2000
20260812,14,Appliance Repair,1.0,1,0.0,0.0000
20260812,14,Carpenter,1.0,1,0.0,0.0000
20260812,14,Deep Cleaning,1.0,1,0.0,0.0000
20260812,14,Electrician,0.9,1,0.1,0.1000
20260812,14,Pest Control,1.5,2,0.5,0.2500
20260812,14,Plumber,1.8,2,0.2,0.1000
20260812,15,AC Service,1.3,0,1.3,
20260812,15,Appliance Repair,0.8,1,0.2,0.2000
20260812,15,Deep Cleaning,2.7,0,2.7,
20260812,15,Electrician,2.3,3,0.7,0.2333
20260812,15,Plumber,1.0,1,0.0,0.0000
20260812,16,AC Service,1.3,1,0.3,0.3000
20260812,16,Appliance Repair,0.7,1,0.3,0.3000
20260812,16,Carpenter,2.0,2,0.0,0.0000
20260812,16,Deep Cleaning,1.0,1,0.0,0.0000
20260812,16,Electrician,2.9,3,0.1,0.0333
20260812,16,Plumber,0.9,1,0.1,0.1000
20260812,17,Appliance Repair,1.0,1,0.0,0.0000
20260812,17,Painter,0.8,0,0.8,
20260812,17,Pest Control,0.8,1,0.2,0.2000
20260812,17,Plumber,2.4,2,0.4,0.2000
20260812,18,AC Service,1.1,1,0.1,0.1000
20260812,18,Appliance Repair,2.5,2,0.5,0.2500
20260812,18,Deep Cleaning,0.9,1,0.1,0.1000
20260812,18,Electrician,0.9,1,0.1,0.1000
20260812,18,Pest Control,1.0,1,0.0,0.0000
20260812,19,AC Service,1.2,1,0.2,0.2000
20260812,19,Carpenter,1.0,0,1.0,
20260812,19,Deep Cleaning,1.0,1,0.0,0.0000
20260812,19,Electrician,4.0,0,4.0,
20260812,19,Pest Control,0.8,1,0.2,0.2000
20260812,19,Plumber,2.7,0,2.7,
20260812,20,Appliance Repair,0.6,0,0.6,
20260812,20,Carpenter,0.9,1,0.1,0.1000
20260812,20,Electrician,2.4,2,0.4,0.2000
20260812,20,Painter,1.1,1,0.1,0.1000
20260812,20,Pest Control,1.1,1,0.1,0.1000
20260813,1,AC Service,3.8,3,0.8,0.2667
20260813,1,Appliance Repair,3.1,3,0.1,0.0333
20260813,1,Electrician,4.9,4,0.9,0.2250
20260813,1,Painter,0.8,1,0.2,0.2000
20260813,1,Pest Control,0.8,1,0.2,0.2000
20260813,1,Plumber,3.1,3,0.1,0.0333
20260813,2,AC Service,1.0,1,0.0,0.0000
20260813,2,Appliance Repair,2.9,3,0.1,0.0333
20260813,2,Carpenter,1.2,1,0.2,0.2000
20260813,2,Painter,2.1,0,2.1,
20260813,2,Pest Control,0.5,0,0.5,
20260813,2,Plumber,5.4,6,0.6,0.1000
20260813,3,AC Service,1.0,1,0.0,0.0000
20260813,3,Appliance Repair,0.8,1,0.2,0.2000
20260813,3,Deep Cleaning,1.0,1,0.0,0.0000
20260813,3,Electrician,3.3,3,0.3,0.1000
20260813,3,Painter,0.7,0,0.7,
20260813,3,Pest Control,3.5,4,0.5,0.1250
20260813,3,Plumber,3.4,3,0.4,0.1333
20260813,4,AC Service,1.0,1,0.0,0.0000
20260813,4,Appliance Repair,4.1,6,1.9,0.3167
20260813,4,Carpenter,2.0,2,0.0,0.0000
20260813,4,Deep Cleaning,2.1,2,0.1,0.0500
20260813,4,Electrician,1.1,1,0.1,0.1000
20260813,4,Pest Control,1.1,1,0.1,0.1000
20260813,4,Plumber,2.9,3,0.1,0.0333
20260813,5,AC Service,1.1,1,0.1,0.1000
20260813,5,Appliance Repair,0.9,1,0.1,0.1000
20260813,5,Carpenter,1.0,1,0.0,0.0000
20260813,5,Deep Cleaning,0.6,0,0.6,
20260813,5,Painter,1.0,1,0.0,0.0000
20260813,5,Pest Control,1.0,1,0.0,0.0000
20260813,5,Plumber,4.3,4,0.3,0.0750
20260813,6,Carpenter,1.1,1,0.1,0.1000
20260813,6,Deep Cleaning,2.0,2,0.0,0.0000
20260813,6,Electrician,1.9,2,0.1,0.0500
20260813,6,Pest Control,2.7,2,0.7,0.3500
20260813,6,Plumber,1.7,2,0.3,0.1500
20260813,7,AC Service,1.9,2,0.1,0.0500
20260813,7,Appliance Repair,2.1,2,0.1,0.0500
20260813,7,Carpenter,2.8,3,0.2,0.0667
20260813,7,Deep Cleaning,1.1,1,0.1,0.1000
20260813,7,Painter,1.1,1,0.1,0.1000
20260813,7,Pest Control,0.9,0,0.9,
20260813,7,Plumber,0.7,1,0.3,0.3000
20260813,8,Carpenter,1.1,1,0.1,0.1000
20260813,8,Pest Control,3.4,0,3.4,
20260813,9,Carpenter,1.1,1,0.1,0.1000
20260813,9,Deep Cleaning,1.0,1,0.0,0.0000
20260813,9,Electrician,0.6,0,0.6,
20260813,9,Pest Control,1.9,2,0.1,0.0500
20260813,10,AC Service,1.1,1,0.1,0.1000
20260813,10,Appliance Repair,2.7,3,0.3,0.1000
20260813,10,Carpenter,1.1,1,0.1,0.1000
20260813,10,Electrician,1.1,1,0.1,0.1000
20260813,10,Pest Control,1.0,1,0.0,0.0000
20260813,10,Plumber,1.2,1,0.2,0.2000
20260813,11,Appliance Repair,2.1,2,0.1,0.0500
20260813,11,Carpenter,4.2,3,1.2,0.4000
20260813,11,Deep Cleaning,1.1,1,0.1,0.1000
20260813,11,Pest Control,0.7,1,0.3,0.3000
20260813,11,Plumber,1.5,2,0.5,0.2500
20260813,12,AC Service,1.0,1,0.0,0.0000
20260813,12,Appliance Repair,1.1,1,0.1,0.1000
20260813,12,Deep Cleaning,1.8,2,0.2,0.1000
20260813,12,Electrician,0.9,1,0.1,0.1000
20260813,12,Painter,2.3,0,2.3,
20260813,13,Appliance Repair,1.4,1,0.4,0.4000
20260813,13,Deep Cleaning,0.9,1,0.1,0.1000
20260813,13,Electrician,1.1,1,0.1,0.1000
20260813,13,Pest Control,0.8,1,0.2,0.2000
20260813,13,Plumber,2.1,2,0.1,0.0500
20260813,14,AC Service,2.1,2,0.1,0.0500
20260813,14,Deep Cleaning,2.1,0,2.1,
20260813,14,Painter,1.2,1,0.2,0.2000
20260813,14,Pest Control,0.9,1,0.1,0.1000
20260813,14,Plumber,1.0,1,0.0,0.0000
20260813,15,AC Service,2.1,2,0.1,0.0500
20260813,15,Appliance Repair,0.6,0,0.6,
20260813,15,Painter,1.7,0,1.7,
20260813,15,Plumber,1.1,1,0.1,0.1000
20260813,16,AC Service,1.8,2,0.2,0.1000
20260813,16,Appliance Repair,0.5,0,0.5,
20260813,16,Deep Cleaning,0.9,1,0.1,0.1000
20260813,16,Plumber,2.2,2,0.2,0.1000
20260813,17,Appliance Repair,0.7,0,0.7,
20260813,17,Deep Cleaning,0.9,1,0.1,0.1000
20260813,17,Electrician,1.9,2,0.1,0.0500
20260813,18,AC Service,0.9,1,0.1,0.1000
20260813,18,Electrician,0.9,1,0.1,0.1000
20260813,18,Pest Control,0.9,0,0.9,
20260813,18,Plumber,1.0,1,0.0,0.0000
20260813,19,AC Service,1.5,0,1.5,
20260813,19,Appliance Repair,1.2,2,0.8,0.4000
20260813,19,Carpenter,0.9,1,0.1,0.1000
20260813,19,Deep Cleaning,0.8,1,0.2,0.2000
20260813,19,Painter,0.9,1,0.1,0.1000
20260813,19,Plumber,2.0,2,0.0,0.0000
20260813,20,AC Service,0.9,1,0.1,0.1000
20260813,20,Appliance Repair,1.1,1,0.1,0.1000
20260813,20,Electrician,1.0,1,0.0,0.0000
20260813,20,Plumber,1.0,1,0.0,0.0000
20260814,1,Appliance Repair,1.8,2,0.2,0.1000
20260814,1,Carpenter,1.2,1,0.2,0.2000
20260814,1,Deep Cleaning,0.9,1,0.1,0.1000
20260814,1,Electrician,1.1,1,0.1,0.1000
20260814,1,Pest Control,1.0,1,0.0,0.0000
20260814,1,Plumber,1.0,1,0.0,0.0000
20260814,2,AC Service,3.2,3,0.2,0.0667
20260814,2,Pest Control,2.3,2,0.3,0.1500
20260814,2,Plumber,3.6,4,0.4,0.1000
20260814,3,AC Service,2.5,2,0.5,0.2500
20260814,3,Appliance Repair,2.2,2,0.2,0.1000
20260814,3,Carpenter,1.1,1,0.1,0.1000
20260814,3,Electrician,1.7,2,0.3,0.1500
20260814,3,Pest Control,1.9,2,0.1,0.0500
20260814,3,Plumber,2.8,3,0.2,0.0667
20260814,4,AC Service,0.9,1,0.1,0.1000
20260814,4,Appliance Repair,0.7,1,0.3,0.3000
20260814,4,Carpenter,1.1,1,0.1,0.1000
20260814,4,Deep Cleaning,1.0,1,0.0,0.0000
20260814,4,Painter,1.8,2,0.2,0.1000
20260814,4,Pest Control,2.0,2,0.0,0.0000
20260814,4,Plumber,3.2,3,0.2,0.0667
20260814,5,AC Service,0.8,1,0.2,0.2000
20260814,5,Appliance Repair,2.7,3,0.3,0.1000
20260814,5,Carpenter,1.0,1,0.0,0.0000
20260814,5,Deep Cleaning,1.7,2,0.3,0.1500
20260814,5,Electrician,2.2,2,0.2,0.1000
20260814,5,Painter,1.0,1,0.0,0.0000
20260814,5,Pest Control,1.0,1,0.0,0.0000
20260814,5,Plumber,2.8,3,0.2,0.0667
20260814,6,Appliance Repair,1.1,1,0.1,0.1000
20260814,6,Carpenter,1.0,1,0.0,0.0000
20260814,6,Deep Cleaning,0.8,1,0.2,0.2000
20260814,6,Electrician,2.1,0,2.1,
20260814,6,Pest Control,2.2,2,0.2,0.1000
20260814,6,Plumber,6.1,6,0.1,0.0167
20260814,7,AC Service,2.7,3,0.3,0.1000
20260814,7,Carpenter,1.1,1,0.1,0.1000
20260814,7,Pest Control,1.0,1,0.0,0.0000
20260814,7,Plumber,4.9,5,0.1,0.0200
20260814,8,AC Service,2.8,3,0.2,0.0667
20260814,8,Electrician,2.1,2,0.1,0.0500
20260814,8,Pest Control,1.0,1,0.0,0.0000
20260814,8,Plumber,1.8,2,0.2,0.1000
20260814,9,AC Service,2.0,2,0.0,0.0000
20260814,9,Appliance Repair,1.8,2,0.2,0.1000
20260814,9,Carpenter,2.1,2,0.1,0.0500
20260814,9,Deep Cleaning,1.0,1,0.0,0.0000
20260814,9,Electrician,1.1,1,0.1,0.1000
20260814,9,Pest Control,1.0,1,0.0,0.0000
20260814,9,Plumber,3.2,3,0.2,0.0667
20260814,10,AC Service,3.4,3,0.4,0.1333
20260814,10,Carpenter,0.7,1,0.3,0.3000
20260814,10,Electrician,0.9,1,0.1,0.1000
20260814,10,Painter,0.8,0,0.8,
20260814,10,Plumber,1.0,1,0.0,0.0000
20260814,11,AC Service,2.1,2,0.1,0.0500
20260814,11,Appliance Repair,1.7,0,1.7,
20260814,11,Carpenter,0.8,1,0.2,0.2000
20260814,11,Deep Cleaning,6.7,0,6.7,
20260814,11,Electrician,1.1,1,0.1,0.1000
20260814,11,Plumber,2.7,3,0.3,0.1000
20260814,12,Appliance Repair,0.9,1,0.1,0.1000
20260814,12,Carpenter,0.5,0,0.5,
20260814,12,Deep Cleaning,1.2,1,0.2,0.2000
20260814,12,Electrician,1.9,2,0.1,0.0500
20260814,12,Painter,1.0,1,0.0,0.0000
20260814,12,Pest Control,1.0,1,0.0,0.0000
20260814,12,Plumber,1.4,2,0.6,0.3000
20260814,13,Appliance Repair,1.6,0,1.6,
20260814,13,Electrician,2.5,2,0.5,0.2500
20260814,14,AC Service,1.0,1,0.0,0.0000
20260814,14,Deep Cleaning,4.0,4,0.0,0.0000
20260814,14,Electrician,2.1,2,0.1,0.0500
20260814,14,Pest Control,1.1,1,0.1,0.1000
20260814,14,Plumber,3.1,3,0.1,0.0333
20260814,15,AC Service,1.1,1,0.1,0.1000
20260814,15,Appliance Repair,1.4,1,0.4,0.4000
20260814,15,Deep Cleaning,1.2,1,0.2,0.2000
20260814,15,Pest Control,1.9,0,1.9,
20260814,15,Plumber,1.0,1,0.0,0.0000
20260814,16,AC Service,1.0,1,0.0,0.0000
20260814,16,Carpenter,0.8,0,0.8,
20260814,16,Deep Cleaning,2.1,2,0.1,0.0500
20260814,16,Painter,0.9,1,0.1,0.1000
20260814,16,Pest Control,1.1,1,0.1,0.1000
20260814,16,Plumber,3.5,3,0.5,0.1667
20260814,17,AC Service,1.0,1,0.0,0.0000
20260814,17,Appliance Repair,1.2,0,1.2,
20260814,17,Electrician,0.7,1,0.3,0.3000
20260814,17,Painter,0.9,0,0.9,
20260814,17,Pest Control,1.0,1,0.0,0.0000
20260814,17,Plumber,1.0,1,0.0,0.0000
20260814,18,Appliance Repair,2.0,2,0.0,0.0000
20260814,19,Appliance Repair,1.1,1,0.1,0.1000
20260814,19,Carpenter,1.2,0,1.2,
20260814,19,Deep Cleaning,1.7,0,1.7,
20260814,20,AC Service,0.9,1,0.1,0.1000
20260814,20,Carpenter,1.5,2,0.5,0.2500
20260814,20,Deep Cleaning,1.0,0,1.0,
20260814,20,Electrician,0.8,0,0.8,
20260814,20,Pest Control,1.0,0,1.0,
20260814,20,Plumber,0.7,0,0.7,
20260815,1,Appliance Repair,0.9,1,0.1,0.1000
20260815,1,Deep Cleaning,1.8,2,0.2,0.1000
20260815,1,Electrician,1.0,1,0.0,0.0000
20260815,1,Painter,1.1,1,0.1,0.1000
20260815,1,Pest Control,3.0,3,0.0,0.0000
20260815,1,Plumber,2.6,3,0.4,0.1333
20260815,2,AC Service,1.1,1,0.1,0.1000
20260815,2,Appliance Repair,2.9,3,0.1,0.0333
20260815,2,Carpenter,0.6,0,0.6,
20260815,2,Deep Cleaning,2.8,3,0.2,0.0667
20260815,2,Electrician,3.7,4,0.3,0.0750
20260815,2,Pest Control,3.1,3,0.1,0.0333
20260815,2,Plumber,1.7,2,0.3,0.1500
20260815,3,AC Service,2.0,2,0.0,0.0000
20260815,3,Deep Cleaning,5.6,6,0.4,0.0667
20260815,3,Electrician,3.3,3,0.3,0.1000
20260815,3,Pest Control,2.1,2,0.1,0.0500
20260815,3,Plumber,3.6,5,1.4,0.2800
20260815,4,AC Service,4.1,4,0.1,0.0250
20260815,4,Appliance Repair,2.2,2,0.2,0.1000
20260815,4,Deep Cleaning,3.4,3,0.4,0.1333
20260815,4,Electrician,5.5,5,0.5,0.1000
20260815,4,Painter,0.7,0,0.7,
20260815,4,Pest Control,2.6,3,0.4,0.1333
20260815,4,Plumber,4.8,5,0.2,0.0400
20260815,5,Appliance Repair,1.1,1,0.1,0.1000
20260815,5,Deep Cleaning,2.2,2,0.2,0.1000
20260815,5,Electrician,1.1,1,0.1,0.1000
20260815,5,Pest Control,1.1,1,0.1,0.1000
20260815,5,Plumber,2.2,2,0.2,0.1000
20260815,6,AC Service,1.0,1,0.0,0.0000
20260815,6,Appliance Repair,1.9,2,0.1,0.0500
20260815,6,Carpenter,2.1,2,0.1,0.0500
20260815,6,Deep Cleaning,3.1,3,0.1,0.0333
20260815,6,Electrician,3.5,3,0.5,0.1667
20260815,6,Pest Control,0.9,1,0.1,0.1000
20260815,6,Plumber,5.2,5,0.2,0.0400
20260815,7,AC Service,0.9,1,0.1,0.1000
20260815,7,Appliance Repair,0.8,1,0.2,0.2000
20260815,7,Carpenter,1.0,1,0.0,0.0000
20260815,7,Deep Cleaning,2.0,2,0.0,0.0000
20260815,7,Painter,1.0,1,0.0,0.0000
20260815,7,Pest Control,1.0,1,0.0,0.0000
20260815,7,Plumber,4.7,5,0.3,0.0600
20260815,8,Appliance Repair,0.9,1,0.1,0.1000
20260815,8,Carpenter,2.1,2,0.1,0.0500
20260815,8,Deep Cleaning,3.1,3,0.1,0.0333
20260815,8,Electrician,0.9,1,0.1,0.1000
20260815,8,Painter,1.0,1,0.0,0.0000
20260815,8,Pest Control,1.2,1,0.2,0.2000
20260815,8,Plumber,2.0,2,0.0,0.0000
20260815,9,AC Service,1.9,2,0.1,0.0500
20260815,9,Carpenter,1.1,1,0.1,0.1000
20260815,9,Deep Cleaning,1.2,1,0.2,0.2000
20260815,9,Electrician,3.5,3,0.5,0.1667
20260815,9,Painter,0.9,0,0.9,
20260815,9,Pest Control,1.1,1,0.1,0.1000
20260815,9,Plumber,2.6,2,0.6,0.3000
20260815,10,AC Service,0.8,1,0.2,0.2000
20260815,10,Appliance Repair,1.1,1,0.1,0.1000
20260815,10,Deep Cleaning,2.8,3,0.2,0.0667
20260815,10,Electrician,1.0,1,0.0,0.0000
20260815,10,Plumber,2.7,3,0.3,0.1000
20260815,11,Appliance Repair,0.9,1,0.1,0.1000
20260815,11,Deep Cleaning,3.4,3,0.4,0.1333
20260815,11,Electrician,2.2,3,0.8,0.2667
20260815,11,Painter,1.2,1,0.2,0.2000
20260815,11,Pest Control,2.2,2,0.2,0.1000
20260815,11,Plumber,1.0,1,0.0,0.0000
20260815,12,AC Service,1.0,1,0.0,0.0000
20260815,12,Appliance Repair,3.8,3,0.8,0.2667
20260815,12,Carpenter,3.9,4,0.1,0.0250
20260815,12,Deep Cleaning,2.2,2,0.2,0.1000
20260815,12,Pest Control,0.9,1,0.1,0.1000
20260815,12,Plumber,6.5,6,0.5,0.0833
20260815,13,AC Service,0.9,1,0.1,0.1000
20260815,13,Appliance Repair,2.0,2,0.0,0.0000
20260815,13,Carpenter,1.1,1,0.1,0.1000
20260815,13,Deep Cleaning,3.0,3,0.0,0.0000
20260815,13,Electrician,1.5,4,2.5,0.6250
20260815,13,Painter,0.9,0,0.9,
20260815,13,Pest Control,1.2,1,0.2,0.2000
20260815,13,Plumber,3.3,3,0.3,0.1000
20260815,14,AC Service,2.5,3,0.5,0.1667
20260815,14,Appliance Repair,1.9,2,0.1,0.0500
20260815,14,Carpenter,3.3,3,0.3,0.1000
20260815,14,Deep Cleaning,4.6,4,0.6,0.1500
20260815,14,Electrician,2.4,2,0.4,0.2000
20260815,14,Painter,1.1,1,0.1,0.1000
20260815,14,Plumber,1.9,2,0.1,0.0500
20260815,15,AC Service,2.8,0,2.8,
20260815,15,Carpenter,1.0,1,0.0,0.0000
20260815,15,Deep Cleaning,2.2,2,0.2,0.1000
20260815,15,Electrician,2.1,2,0.1,0.0500
20260815,15,Plumber,2.9,3,0.1,0.0333
20260815,16,AC Service,1.7,2,0.3,0.1500
20260815,16,Carpenter,1.0,1,0.0,0.0000
20260815,16,Deep Cleaning,2.0,2,0.0,0.0000
20260815,16,Electrician,2.9,3,0.1,0.0333
20260815,16,Pest Control,2.0,2,0.0,0.0000
20260815,17,AC Service,1.2,0,1.2,
20260815,17,Electrician,1.2,1,0.2,0.2000
20260815,17,Plumber,1.0,1,0.0,0.0000
20260815,18,Appliance Repair,1.2,1,0.2,0.2000
20260815,18,Carpenter,1.1,1,0.1,0.1000
20260815,18,Plumber,0.7,0,0.7,
20260815,19,AC Service,1.5,0,1.5,
20260815,19,Deep Cleaning,1.7,2,0.3,0.1500
20260815,19,Electrician,1.1,2,0.9,0.4500
20260815,19,Pest Control,1.0,1,0.0,0.0000
20260815,19,Plumber,1.0,1,0.0,0.0000
20260815,20,AC Service,0.6,0,0.6,
20260815,20,Appliance Repair,3.6,0,3.6,
20260815,20,Carpenter,0.9,1,0.1,0.1000
20260815,20,Plumber,2.0,2,0.0,0.0000
20260816,1,AC Service,4.5,5,0.5,0.1000
20260816,1,Appliance Repair,1.2,1,0.2,0.2000
20260816,1,Carpenter,1.8,2,0.2,0.1000
20260816,1,Deep Cleaning,4.4,4,0.4,0.1000
20260816,1,Electrician,5.4,5,0.4,0.0800
20260816,1,Pest Control,1.0,1,0.0,0.0000
20260816,1,Plumber,5.3,6,0.7,0.1167
20260816,2,AC Service,2.3,2,0.3,0.1500
20260816,2,Appliance Repair,4.6,4,0.6,0.1500
20260816,2,Carpenter,1.1,1,0.1,0.1000
20260816,2,Deep Cleaning,3.7,4,0.3,0.0750
20260816,2,Electrician,1.8,2,0.2,0.1000
20260816,2,Painter,1.3,0,1.3,
20260816,2,Pest Control,1.9,2,0.1,0.0500
20260816,2,Plumber,3.2,3,0.2,0.0667
20260816,3,AC Service,4.4,4,0.4,0.1000
20260816,3,Appliance Repair,2.0,2,0.0,0.0000
20260816,3,Carpenter,2.6,3,0.4,0.1333
20260816,3,Deep Cleaning,2.1,2,0.1,0.0500
20260816,3,Electrician,3.0,4,1.0,0.2500
20260816,3,Painter,1.1,1,0.1,0.1000
20260816,3,Pest Control,0.9,1,0.1,0.1000
20260816,3,Plumber,4.7,5,0.3,0.0600
20260816,4,AC Service,4.5,4,0.5,0.1250
20260816,4,Appliance Repair,2.3,2,0.3,0.1500
20260816,4,Carpenter,0.9,1,0.1,0.1000
20260816,4,Deep Cleaning,1.9,2,0.1,0.0500
20260816,4,Electrician,1.6,2,0.4,0.2000
20260816,4,Painter,1.1,1,0.1,0.1000
20260816,4,Pest Control,3.6,4,0.4,0.1000
