BookingID,DateKey,BookingTimestamp,CustomerKey,ProKey,ServiceKey,AreaKey,Channel,BookingStatus,QuotedAmountINR,FinalAmountINR,DiscountINR,CommissionPct,PlatformRevenueINR,MaterialCostINR,PaymentMode,TimeToAssignMins,ResponseTimeMins,JobDurationMins,SLAMetFlag,CustomerRating,ReviewSentiment,IsRepeatCustomer,PredictedPriceINR,PredictedETAMins,ActualETAMins,MatchScore,FraudScore,ChurnRiskScore,IsFirstTimeFix,ReopenedWithin7Days
BK0045430,20260616,2026-06-16 11:22:24,20583,75,24,2,App,Completed,2310.00,1990.00,320.00,19.0,378.10,581.44,Wallet,3,29,92,1,4,Positive,1,2856,46,47,0.999,0.027,0.199,1,0
BK0045431,20260616,2026-06-16 11:23:46,20653,360,14,4,App,Completed,1280.00,1110.00,170.00,22.0,244.20,114.83,UPI,7,12,58,1,,,0,1564,52,38,0.776,0.198,0.243,1,0
BK0045432,20260616,2026-06-16 11:26:14,1597,677,6,9,Web,Completed,23760.00,23760.00,0.00,15.0,3564.00,10321.15,UPI,16,34,979,1,5,Positive,1,19612,95,84,0.713,0.081,0.226,1,0
BK0045433,20260616,2026-06-16 11:28:40,11969,731,14,2,App,Completed,1070.00,1000.00,70.00,22.0,220.00,113.88,NetBanking,18,23,78,1,4,Positive,1,901,72,82,0.760,0.082,0.574,1,0
BK0045434,20260616,2026-06-16 11:40:19,15710,91,20,14,Phone,NoShow,1110.00,0.00,0.00,20.0,0.00,0.00,Cash,8,25,,,,,1,1513,55,,0.704,0.067,0.672,,
BK0045435,20260616,2026-06-16 11:56:33,18484,141,1,7,App,Completed,960.00,920.00,140.00,18.0,165.60,220.63,UPI,12,25,90,1,3,Neutral,1,1081,56,48,0.836,0.065,0.368,1,0
BK0045436,20260616,2026-06-16 12:10:09,4099,7,31,17,WhatsApp,Rescheduled,1640.00,0.00,160.00,21.0,0.00,0.00,Cash,7,20,,,,,1,1430,71,,0.913,0.048,0.053,,
BK0045437,20260616,2026-06-16 12:19:31,20654,90,14,19,Web,Completed,1130.00,1130.00,0.00,22.0,248.60,138.06,Cash,11,13,50,1,5,Positive,0,1299,46,39,0.760,0.121,0.724,1,0
BK0045438,20260616,2026-06-16 12:20:23,15048,312,33,11,App,Completed,1180.00,1120.00,60.00,20.0,224.00,369.80,UPI,16,42,73,1,5,Positive,1,1068,59,89,0.832,0.014,0.166,1,0
BK0045439,20260616,2026-06-16 12:30:30,1439,745,25,3,WhatsApp,Completed,5690.00,5690.00,0.00,19.0,1081.10,763.53,UPI,8,40,456,1,4,Positive,1,6231,63,63,0.839,0.041,0.282,1,0
BK0045440,20260616,2026-06-16 13:09:48,10485,301,25,12,App,CancelledByPro,4810.00,0.00,0.00,22.0,0.00,0.00,NetBanking,4,26,,,,,1,5120,74,,0.658,0.007,0.335,,
BK0045441,20260616,2026-06-16 13:11:39,16506,468,22,9,App,Completed,1790.00,1790.00,0.00,19.0,340.10,464.05,UPI,17,13,129,1,,,1,1656,42,46,0.710,0.118,0.201,1,0
BK0045442,20260616,2026-06-16 13:12:21,18708,242,20,7,App,Completed,710.00,710.00,0.00,20.0,142.00,168.21,Wallet,8,23,62,0,3,Neutral,1,730,148,172,0.596,0.083,0.497,1,0
BK0045443,20260616,2026-06-16 13:20:16,8322,731,15,1,Web,Completed,2170.00,1780.00,390.00,22.0,391.60,179.66,Card,8,41,71,0,3,Neutral,1,1910,78,95,0.651,0.026,0.318,0,0
BK0045444,20260616,2026-06-16 13:27:53,12042,29,12,12,App,Completed,510.00,510.00,0.00,22.0,112.20,104.16,UPI,12,37,52,1,4,Positive,1,569,79,64,0.594,0.034,0.705,1,0
BK0045445,20260616,2026-06-16 13:30:40,20655,11,15,8,Web,Completed,1040.00,910.00,130.00,22.0,200.20,85.20,Cash,7,23,98,1,4,Positive,0,908,62,59,0.847,0.061,0.383,1,0
BK0045446,20260616,2026-06-16 13:34:43,410,75,24,11,App,Rescheduled,1730.00,0.00,300.00,19.0,0.00,0.00,UPI,9,9,,,,,1,1804,100,,0.905,0.032,0.254,,
BK0045447,20260616,2026-06-16 13:45:52,3172,59,16,1,App,Completed,930.00,930.00,0.00,20.0,186.00,234.71,Cash,3,11,89,1,5,Positive,1,903,34,56,0.740,0.131,0.327,1,0
BK0045448,20260616,2026-06-16 13:51:57,18276,133,14,5,App,Completed,1050.00,1050.00,0.00,22.0,231.00,113.55,UPI,4,22,54,1,5,Positive,1,1102,49,56,0.808,0.052,0.325,0,0
BK0045449,20260616,2026-06-16 13:52:14,12008,585,18,5,Web,Completed,650.00,650.00,0.00,20.0,130.00,87.44,UPI,8,27,61,1,,,1,565,42,52,0.973,0.077,0.303,1,0
BK0045450,20260616,2026-06-16 14:13:00,3421,820,34,4,Web,CancelledByPro,1540.00,0.00,0.00,20.0,0.00,0.00,UPI,24,30,,,,,1,1378,80,,0.486,0.107,0.410,,
BK0045451,20260616,2026-06-16 14:15:15,5940,102,28,14,App,CancelledByCustomer,1450.00,0.00,0.00,22.0,0.00,0.00,Card,13,27,,,,,1,1615,73,,0.674,0.001,0.213,,
BK0045452,20260616,2026-06-16 14:16:03,20656,401,20,15,App,CancelledByCustomer,1170.00,0.00,140.00,17.0,0.00,0.00,Cash,9,36,,,,,0,1180,161,,0.822,0.068,0.515,,
BK0045453,20260616,2026-06-16 14:20:33,5240,32,26,2,App,Completed,1160.00,1160.00,0.00,22.0,255.20,145.83,Card,19,18,103,1,4,Positive,1,1312,37,49,0.810,0.163,0.319,1,0
BK0045454,20260616,2026-06-16 14:34:34,17393,433,11,14,Web,Completed,900.00,730.00,170.00,22.0,160.60,198.75,UPI,11,36,52,0,,,1,758,157,169,0.858,0.042,0.614,1,0
BK0045455,20260616,2026-06-16 14:44:26,20657,447,17,3,App,Completed,1510.00,1330.00,180.00,20.0,266.00,519.43,UPI,8,24,109,1,4,Positive,0,1640,49,45,0.926,0.078,0.030,1,0
BK0045456,20260616,2026-06-16 14:44:30,12516,750,23,2,App,CancelledByPro,3510.00,0.00,290.00,19.0,0.00,0.00,UPI,8,12,,,,,1,4205,71,,0.701,0.116,0.363,,
BK0045457,20260616,2026-06-16 14:50:09,2751,327,16,6,App,CancelledByCustomer,1520.00,0.00,140.00,20.0,0.00,0.00,UPI,9,23,,,,,1,1335,80,,0.735,0.120,0.278,,
BK0045458,20260616,2026-06-16 15:14:49,16121,589,31,14,WhatsApp,CancelledByCustomer,1720.00,0.00,150.00,21.0,0.00,0.00,NetBanking,10,33,,,,,1,1554,39,,0.827,0.066,0.545,,
BK0045459,20260616,2026-06-16 15:25:26,16905,493,31,2,WhatsApp,Completed,1900.00,1560.00,340.00,18.0,280.80,374.44,Card,14,24,51,1,,,1,2547,72,74,0.846,0.098,0.551,1,0
BK0045460,20260616,2026-06-16 15:34:02,14474,833,16,12,App,Completed,1180.00,1010.00,170.00,20.0,202.00,228.74,UPI,5,15,72,0,3,Neutral,1,1416,90,92,0.567,0.032,0.258,1,0
BK0045461,20260616,2026-06-16 15:58:31,15940,301,26,3,App,NoShow,1700.00,0.00,170.00,22.0,0.00,0.00,UPI,11,38,,,,,1,1795,74,,0.770,0.012,0.172,,
BK0045462,20260616,2026-06-16 16:05:43,20353,185,27,11,App,Completed,1900.00,1900.00,0.00,22.0,418.00,247.73,Card,8,17,229,1,5,Positive,1,1967,58,66,0.862,0.012,0.276,0,0
BK0045463,20260616,2026-06-16 16:10:07,20658,112,18,3,App,Completed,710.00,610.00,100.00,20.0,122.00,77.38,UPI,16,51,47,1,4,Positive,0,650,23,26,0.717,0.060,0.151,1,0
BK0045464,20260616,2026-06-16 16:17:52,16493,304,3,16,App,Completed,880.00,770.00,110.00,18.0,138.60,173.60,UPI,5,13,154,1,4,Positive,1,999,47,53,0.826,0.048,0.010,1,0
BK0045465,20260616,2026-06-16 16:23:02,2083,18,1,12,App,Completed,1040.00,1040.00,0.00,18.0,187.20,230.12,UPI,6,14,64,1,3,Neutral,1,1290,20,45,0.825,0.114,0.330,1,1
BK0045466,20260616,2026-06-16 16:27:02,7273,322,2,5,WhatsApp,Completed,35350.00,31790.00,3560.00,18.0,5722.20,15496.63,UPI,17,27,890,1,,,1,34787,72,66,0.747,0.076,0.350,0,0
BK0045467,20260616,2026-06-16 16:35:05,16487,360,14,6,App,Completed,1230.00,1000.00,230.00,22.0,220.00,117.34,UPI,4,13,55,0,2,Negative,1,1317,91,94,0.946,0.076,0.600,1,0
BK0045468,20260616,2026-06-16 16:47:42,2244,544,11,7,App,Completed,980.00,800.00,180.00,22.0,176.00,167.93,Wallet,6,20,66,1,,,1,1003,59,64,0.806,0.056,0.017,1,0
BK0045469,20260616,2026-06-16 16:51:02,11164,322,11,2,App,Completed,1190.00,1080.00,110.00,22.0,237.60,202.05,Wallet,15,28,51,1,5,Positive,1,1521,51,63,0.724,0.102,0.469,1,0
BK0045470,20260616,2026-06-16 16:57:34,20659,166,21,3,WhatsApp,Completed,670.00,670.00,0.00,19.0,127.30,74.59,UPI,13,16,70,1,5,Positive,0,615,58,71,0.723,0.049,0.418,1,0
BK0045471,20260616,2026-06-16 16:59:56,5862,575,13,5,App,Completed,3690.00,3320.00,370.00,19.0,630.80,1384.40,UPI,8,13,310,1,4,Positive,1,4737,64,73,0.528,0.047,0.167,1,0
BK0045472,20260616,2026-06-16 17:05:19,14795,308,36,7,App,Rescheduled,1310.00,0.00,150.00,20.0,0.00,0.00,UPI,5,28,,,,,1,1208,91,,0.620,0.061,0.526,,
BK0045473,20260616,2026-06-16 17:08:23,20660,322,11,4,App,CancelledByPro,1030.00,0.00,190.00,22.0,0.00,0.00,UPI,14,19,,,,,0,880,68,,0.737,0.026,0.829,,
BK0045474,20260616,2026-06-16 17:12:49,16798,677,8,10,App,NoShow,10650.00,0.00,570.00,15.0,0.00,0.00,UPI,14,57,,,,,1,10343,147,,0.769,0.004,0.543,,
BK0045475,20260616,2026-06-16 17:31:35,20661,796,15,13,App,Completed,1950.00,1950.00,0.00,22.0,429.00,217.64,UPI,14,17,129,1,,,0,1996,45,38,0.856,0.011,0.329,0,0
BK0045476,20260616,2026-06-16 17:34:03,20662,611,11,5,App,Completed,930.00,930.00,0.00,22.0,204.60,181.95,UPI,13,17,69,1,5,Positive,0,901,54,54,0.829,0.064,0.187,1,0
BK0045477,20260616,2026-06-16 17:42:22,140,702,24,15,WhatsApp,Rescheduled,2310.00,0.00,400.00,19.0,0.00,0.00,UPI,7,12,,,,,1,2037,80,,0.821,0.091,0.303,,
BK0045478,20260616,2026-06-16 17:42:33,20663,7,31,17,App,Completed,1160.00,1160.00,0.00,21.0,243.60,303.14,UPI,16,20,55,1,4,Positive,0,1346,51,57,0.831,0.171,0.521,1,0
BK0045479,20260616,2026-06-16 17:59:45,17974,51,1,2,Phone,CancelledByCustomer,880.00,0.00,50.00,18.0,0.00,0.00,Cash,5,21,,,,,1,954,60,,0.673,0.070,0.356,,
BK0045480,20260616,2026-06-16 17:59:59,20664,244,15,4,WhatsApp,CancelledByPro,1760.00,0.00,350.00,22.0,0.00,0.00,UPI,8,7,,,,,0,1473,62,,0.637,0.009,0.349,,
BK0045481,20260616,2026-06-16 18:02:20,20665,360,12,12,App,Completed,590.00,560.00,30.00,22.0,123.20,110.44,UPI,7,13,51,1,,,0,590,20,29,0.930,0.091,0.650,1,0
BK0045482,20260616,2026-06-16 18:07:42,10466,199,18,16,Web,Completed,680.00,630.00,50.00,20.0,126.00,81.77,Cash,15,16,57,1,,,1,553,56,62,0.740,0.079,0.294,1,0
BK0045483,20260616,2026-06-16 18:13:32,16652,427,21,9,App,CancelledByCustomer,640.00,0.00,80.00,19.0,0.00,0.00,Cash,16,22,,,,,1,785,72,,0.583,0.047,0.213,,
BK0045484,20260616,2026-06-16 18:15:36,20666,226,24,4,WhatsApp,CancelledByCustomer,2060.00,0.00,210.00,19.0,0.00,0.00,UPI,3,9,,,,,0,1640,58,,0.936,0.056,0.520,,
BK0045485,20260616,2026-06-16 18:22:15,15338,63,3,14,Web,Completed,840.00,700.00,140.00,18.0,126.00,169.48,UPI,12,29,115,1,5,Positive,1,780,64,61,0.939,0.064,0.010,1,1
BK0045486,20260616,2026-06-16 18:35:58,4311,679,18,7,Phone,Completed,730.00,650.00,80.00,20.0,130.00,104.99,Wallet,11,14,57,1,4,Positive,1,730,80,53,0.870,0.086,0.094,1,0
BK0045487,20260616,2026-06-16 18:36:20,16959,455,21,16,Web,Completed,730.00,760.00,90.00,19.0,144.40,96.90,UPI,13,20,71,1,3,Neutral,1,822,85,80,0.611,0.109,0.364,1,0
BK0045488,20260616,2026-06-16 18:37:40,10939,269,12,9,WhatsApp,Completed,570.00,500.00,70.00,22.0,110.00,82.27,UPI,5,13,67,1,,,1,739,66,64,0.833,0.055,0.220,1,0
BK0045489,20260616,2026-06-16 18:57:55,1587,7,29,14,App,CancelledByCustomer,1540.00,0.00,150.00,21.0,0.00,0.00,UPI,14,17,,,,,1,1293,84,,0.876,0.001,0.388,,
BK0045490,20260616,2026-06-16 18:59:59,17523,210,1,7,App,Completed,690.00,730.00,110.00,18.0,131.40,152.54,Cash,3,13,69,1,,,1,583,50,47,0.655,0.049,0.277,1,0
BK0045491,20260616,2026-06-16 19:04:23,18205,81,2,11,App,Completed,38910.00,33370.00,5540.00,18.0,6006.60,19888.38,UPI,4,22,308,0,4,Positive,1,35776,145,161,0.872,0.112,0.525,1,0
BK0045492,20260616,2026-06-16 19:09:00,3901,749,24,12,App,CancelledByCustomer,2260.00,0.00,150.00,19.0,0.00,0.00,Wallet,20,3,,,,,1,2099,64,,0.659,0.067,0.349,,
BK0045493,20260616,2026-06-16 19:26:26,3463,91,18,13,Phone,Completed,560.00,450.00,110.00,20.0,90.00,54.69,UPI,10,17,61,1,3,Neutral,1,485,82,89,0.955,0.107,0.314,1,0
BK0045494,20260616,2026-06-16 19:33:21,5941,11,13,2,App,Completed,4690.00,4690.00,0.00,22.0,1031.80,2191.31,UPI,12,9,255,0,3,Neutral,1,4219,93,95,0.843,0.002,0.449,1,0
BK0045495,20260616,2026-06-16 19:33:38,20667,796,11,9,App,Completed,970.00,840.00,130.00,22.0,184.80,177.51,UPI,13,17,73,0,2,Negative,0,1047,119,131,0.803,0.091,0.637,0,1
BK0045496,20260616,2026-06-16 19:41:45,8495,111,31,11,Web,CancelledByPro,1190.00,0.00,0.00,21.0,0.00,0.00,UPI,21,11,,,,,1,1265,77,,0.735,0.003,0.484,,
BK0045497,20260616,2026-06-16 19:44:16,5610,820,34,1,App,Completed,1260.00,1260.00,0.00,20.0,252.00,365.61,Cash,20,10,78,1,,,1,1224,54,40,0.610,0.067,0.311,1,0
BK0045498,20260616,2026-06-16 19:48:36,14757,242,16,1,App,Completed,1460.00,1460.00,0.00,20.0,292.00,265.21,UPI,6,29,84,1,5,Positive,1,1479,62,53,0.726,0.032,0.159,1,0
BK0045499,20260616,2026-06-16 19:49:44,20668,92,29,12,WhatsApp,Completed,2280.00,1960.00,320.00,21.0,411.60,577.52,UPI,25,11,63,1,,,0,2176,85,87,0.761,0.054,0.169,1,0
BK0045500,20260616,2026-06-16 19:50:02,12279,622,28,2,WhatsApp,Completed,1740.00,1740.00,0.00,22.0,382.80,248.33,Card,22,14,200,1,,,1,1655,73,61,0.954,0.011,0.107,1,0
BK0045501,20260616,2026-06-16 19:50:53,17542,73,11,12,App,Completed,850.00,850.00,0.00,22.0,187.00,165.56,UPI,9,22,46,1,,,1,1042,64,79,0.727,0.003,0.321,1,0
BK0045502,20260616,2026-06-16 20:25:14,20669,468,21,7,Phone,Completed,760.00,680.00,80.00,19.0,129.20,92.68,UPI,13,15,56,1,5,Positive,0,784,65,72,0.776,0.100,0.186,1,0
BK0045503,20260616,2026-06-16 20:34:06,20670,170,23,2,App,Completed,2930.00,2990.00,480.00,16.0,478.40,1278.99,UPI,16,17,122,0,3,Neutral,0,3115,106,126,0.996,0.083,0.465,1,0
BK0045504,20260616,2026-06-16 20:38:45,15989,114,20,3,Phone,Completed,790.00,710.00,80.00,17.0,120.70,160.19,Cash,5,15,58,1,4,Positive,1,886,26,29,0.817,0.061,0.499,1,0
BK0045505,20260616,2026-06-16 20:39:11,14971,174,11,14,Web,Completed,690.00,650.00,40.00,22.0,143.00,121.67,Cash,3,32,53,1,5,Positive,1,660,68,62,0.750,0.044,0.121,0,0
BK0045506,20260616,2026-06-16 20:45:05,12120,577,34,14,App,Completed,1480.00,1210.00,270.00,20.0,242.00,511.30,Cash,12,19,144,1,5,Positive,1,1524,69,57,0.716,0.040,0.297,1,0
BK0045507,20260616,2026-06-16 20:46:08,12981,679,20,8,App,Completed,770.00,770.00,0.00,20.0,154.00,146.02,Cash,5,46,89,1,,,1,780,86,83,0.915,0.029,0.277,1,0
BK0045508,20260616,2026-06-16 20:53:18,11388,342,6,3,App,Completed,31250.00,25890.00,5360.00,15.0,3883.50,15695.38,NetBanking,16,25,1134,1,5,Positive,1,35938,80,66,0.835,0.007,0.466,1,0
BK0045509,20260616,2026-06-16 21:04:55,13871,64,24,5,WhatsApp,Completed,1400.00,1400.00,0.00,19.0,266.00,430.80,UPI,7,14,103,0,,,1,1421,104,114,0.487,0.017,0.511,1,0
BK0045510,20260616,2026-06-16 21:23:07,4150,304,3,20,App,Rescheduled,970.00,0.00,70.00,18.0,0.00,0.00,UPI,10,14,,,,,1,852,55,,0.856,0.124,0.390,,
BK0045511,20260616,2026-06-16 21:28:43,6075,313,15,18,WhatsApp,NoShow,1570.00,0.00,0.00,22.0,0.00,0.00,Card,22,23,,,,,1,1283,118,,0.822,0.089,0.365,,
BK0045512,20260616,2026-06-16 21:35:13,20671,792,17,5,App,Completed,990.00,890.00,100.00,20.0,178.00,289.39,UPI,13,13,157,0,4,Positive,0,882,92,109,0.704,0.176,0.279,1,0
BK0045513,20260616,2026-06-16 21:39:19,20090,537,26,9,App,Completed,900.00,760.00,140.00,22.0,167.20,85.89,UPI,6,9,121,1,,,1,800,75,73,0.775,0.012,0.252,1,0
BK0045514,20260616,2026-06-16 21:45:55,4977,622,28,2,App,Completed,2100.00,2100.00,0.00,22.0,462.00,308.66,UPI,13,23,180,1,5,Positive,1,1974,64,43,0.746,0.015,0.294,1,0
BK0045515,20260616,2026-06-16 21:50:56,18485,51,5,10,App,Completed,620.00,620.00,0.00,18.0,111.60,76.37,UPI,6,38,79,1,,,1,650,44,52,0.665,0.167,0.010,1,0
BK0045516,20260616,2026-06-16 22:29:41,20508,642,12,5,App,Completed,410.00,410.00,0.00,22.0,90.20,72.56,UPI,7,12,42,1,5,Positive,1,432,55,46,0.925,0.122,0.349,1,0
BK0045517,20260616,2026-06-16 23:00:25,8869,544,15,3,App,Rescheduled,1470.00,0.00,140.00,22.0,0.00,0.00,UPI,5,12,,,,,1,1383,60,,0.803,0.065,0.072,,
BK0045518,20260617,2026-06-17 04:21:32,20672,654,36,11,App,Rescheduled,1160.00,0.00,90.00,20.0,0.00,0.00,Cash,3,14,,,,,0,1202,44,,0.594,0.087,0.334,,
BK0045519,20260617,2026-06-17 04:58:31,16278,837,12,6,Web,Completed,590.00,560.00,30.00,22.0,123.20,91.66,Card,7,10,68,1,5,Positive,1,462,64,60,0.732,0.047,0.183,1,0
BK0045520,20260617,2026-06-17 04:58:34,9271,224,17,14,App,Completed,1130.00,1130.00,0.00,20.0,226.00,389.32,UPI,9,9,117,1,4,Positive,1,1067,73,58,0.701,0.067,0.229,1,0
BK0045521,20260617,2026-06-17 05:45:51,20673,589,29,10,App,Completed,1620.00,1450.00,170.00,21.0,304.50,474.18,Cash,5,16,81,0,,,0,1405,83,112,0.808,0.063,0.188,1,0
BK0045522,20260617,2026-06-17 06:14:03,16827,742,36,3,Web,CancelledByPro,1460.00,0.00,0.00,17.0,0.00,0.00,Wallet,5,16,,,,,1,1311,23,,0.674,0.062,0.153,,
BK0045523,20260617,2026-06-17 06:31:28,20674,326,25,11,WhatsApp,Completed,5280.00,4700.00,580.00,22.0,1034.00,645.80,UPI,21,24,467,1,5,Positive,0,4214,65,70,0.756,0.090,0.364,1,0
BK0045524,20260617,2026-06-17 06:42:20,20675,653,14,11,Web,Completed,1220.00,1220.00,0.00,22.0,268.40,120.80,NetBanking,11,17,61,1,5,Positive,0,1375,48,50,0.716,0.042,0.337,1,0
BK0045525,20260617,2026-06-17 06:43:27,20676,544,11,14,App,Completed,950.00,850.00,100.00,22.0,187.00,196.96,UPI,5,21,52,0,2,Negative,0,802,231,243,0.752,0.071,0.370,0,1
BK0045526,20260617,2026-06-17 07:06:35,20677,654,36,17,Web,Completed,1500.00,1370.00,130.00,20.0,274.00,432.10,Cash,19,11,56,1,5,Positive,0,1434,49,65,0.756,0.029,0.232,1,0
BK0045527,20260617,2026-06-17 07:22:37,10307,712,14,5,App,CancelledByCustomer,1320.00,0.00,0.00,22.0,0.00,0.00,UPI,5,31,,,,,1,1556,50,,0.598,0.145,0.162,,
BK0045528,20260617,2026-06-17 07:32:35,19030,5,21,19,WhatsApp,CancelledByCustomer,580.00,0.00,80.00,19.0,0.00,0.00,UPI,28,22,,,,,1,429,73,,0.609,0.056,0.119,,
BK0045529,20260617,2026-06-17 08:04:01,9857,302,26,2,Web,CancelledByCustomer,1370.00,0.00,70.00,22.0,0.00,0.00,Cash,17,36,,,,,1,1388,73,,0.681,0.013,0.553,,
BK0045530,20260617,2026-06-17 08:11:13,17144,642,11,7,App,Completed,1010.00,1010.00,0.00,22.0,222.20,185.30,Card,5,15,68,1,4,Positive,1,967,72,58,0.835,0.003,0.491,1,0
BK0045531,20260617,2026-06-17 08:23:14,16784,179,24,5,App,Completed,1330.00,1330.00,0.00,19.0,252.70,499.72,Card,6,17,91,1,,,1,1413,33,38,0.810,0.691,0.319,1,0
BK0045532,20260617,2026-06-17 08:24:00,17510,175,19,11,Web,Completed,2210.00,1940.00,270.00,20.0,388.00,486.26,UPI,17,23,234,0,3,Neutral,1,2226,96,119,0.807,0.092,0.010,1,0
BK0045533,20260617,2026-06-17 08:35:11,6475,252,24,7,App,Completed,1760.00,1540.00,220.00,19.0,292.60,525.54,Card,4,13,100,1,4,Positive,1,1756,71,67,0.719,0.031,0.169,1,0
BK0045534,20260617,2026-06-17 08:37:17,3366,201,16,9,WhatsApp,Completed,930.00,930.00,0.00,20.0,186.00,251.96,Cash,13,21,85,1,5,Positive,1,806,65,62,0.782,0.060,0.394,1,0
BK0045535,20260617,2026-06-17 08:40:45,20678,511,2,11,WhatsApp,Completed,47970.00,47970.00,0.00,15.0,7195.50,29755.81,Wallet,11,16,473,0,,,0,45201,135,145,0.751,0.143,0.450,1,0
BK0045536,20260617,2026-06-17 08:43:19,20679,632,14,6,Phone,Completed,1090.00,1130.00,70.00,22.0,248.60,172.55,UPI,9,32,49,1,4,Positive,0,1073,101,76,0.730,0.137,0.227,1,0
BK0045537,20260617,2026-06-17 08:45:05,20680,547,25,5,WhatsApp,Rescheduled,5500.00,0.00,0.00,22.0,0.00,0.00,NetBanking,4,35,,,,,0,6557,66,,0.890,0.003,0.338,,
BK0045538,20260617,2026-06-17 08:53:32,19316,433,15,16,App,Completed,1770.00,1420.00,350.00,22.0,312.40,97.66,UPI,5,19,124,1,5,Positive,1,1648,73,84,0.787,0.118,0.010,1,0
BK0045539,20260617,2026-06-17 08:54:52,20153,7,29,14,App,Rescheduled,1650.00,0.00,0.00,21.0,0.00,0.00,Wallet,12,72,,,,,1,1528,50,,0.997,0.007,0.010,,
BK0045540,20260617,2026-06-17 08:56:06,20681,378,31,16,App,Completed,1710.00,1470.00,240.00,21.0,308.70,371.03,UPI,12,13,70,1,,,0,1691,53,70,0.667,0.041,0.322,1,0
BK0045541,20260617,2026-06-17 09:04:24,16730,342,6,4,App,Completed,28620.00,28150.00,2480.00,15.0,4222.50,12685.33,UPI,6,19,1793,1,5,Positive,1,29372,68,57,0.860,0.047,0.017,1,0
BK0045542,20260617,2026-06-17 09:10:44,13919,407,11,3,App,CancelledByCustomer,840.00,0.00,0.00,22.0,0.00,0.00,UPI,4,15,,,,,1,781,63,,0.765,0.096,0.318,,
BK0045543,20260617,2026-06-17 09:18:41,20682,839,35,4,App,Rescheduled,1040.00,0.00,100.00,20.0,0.00,0.00,UPI,9,25,,,,,0,943,69,,0.752,0.060,0.594,,
BK0045544,20260617,2026-06-17 09:19:30,20683,282,14,10,Web,NoShow,1190.00,0.00,0.00,22.0,0.00,0.00,Wallet,8,18,,,,,0,1176,72,,0.787,0.009,0.338,,
BK0045545,20260617,2026-06-17 09:23:45,19369,850,18,11,WhatsApp,CancelledByCustomer,600.00,0.00,100.00,20.0,0.00,0.00,UPI,16,24,,,,,1,559,65,,0.845,0.062,0.146,,
BK0045546,20260617,2026-06-17 09:29:53,20684,622,27,16,WhatsApp,Completed,2610.00,2400.00,210.00,22.0,528.00,347.75,Card,7,21,155,1,5,Positive,0,2308,51,57,0.809,0.039,0.225,1,0
BK0045547,20260617,2026-06-17 09:30:05,20685,11,11,16,Web,Completed,1230.00,1230.00,0.00,22.0,270.60,230.92,Wallet,2,16,66,1,4,Positive,0,1201,81,89,0.866,0.072,0.340,1,0
BK0045548,20260617,2026-06-17 09:32:32,19703,174,12,16,WhatsApp,Completed,610.00,620.00,80.00,22.0,136.40,120.23,NetBanking,4,18,36,0,3,Neutral,1,679,111,121,0.864,0.042,0.542,1,0
BK0045549,20260617,2026-06-17 09:33:16,12449,92,30,13,App,CancelledByCustomer,7530.00,0.00,460.00,21.0,0.00,0.00,UPI,13,11,,,,,1,8812,44,,0.740,0.034,0.110,,
BK0045550,20260617,2026-06-17 09:36:30,3986,537,26,16,Web,Completed,1660.00,1510.00,150.00,22.0,332.20,167.43,UPI,10,25,162,1,5,Positive,1,1949,43,44,0.729,0.063,0.599,1,0
BK0045551,20260617,2026-06-17 09:43:43,5053,6,14,16,App,Completed,1150.00,990.00,160.00,22.0,217.80,101.87,UPI,9,21,65,1,3,Neutral,1,1252,95,85,0.596,0.022,0.082,1,0
BK0045552,20260617,2026-06-17 09:46:05,18633,332,29,10,App,Completed,1470.00,1470.00,0.00,21.0,308.70,442.63,UPI,9,8,66,1,,,1,1440,79,68,0.686,0.087,0.188,0,0
BK0045553,20260617,2026-06-17 09:49:59,2799,332,29,1,WhatsApp,Completed,2020.00,2020.00,0.00,21.0,424.20,558.89,Cash,5,23,86,1,,,1,2285,73,50,0.622,0.070,0.373,1,0
BK0045554,20260617,2026-06-17 09:54:17,19307,602,3,10,App,NoShow,1250.00,0.00,0.00,18.0,0.00,0.00,Cash,19,41,,,,,1,1080,88,,0.698,0.092,0.557,,
BK0045555,20260617,2026-06-17 09:55:58,20686,641,26,5,App,Rescheduled,1150.00,0.00,0.00,22.0,0.00,0.00,UPI,13,12,,,,,0,1021,54,,0.999,0.887,0.539,,
BK0045556,20260617,2026-06-17 10:00:33,19809,544,14,15,WhatsApp,NoShow,970.00,0.00,190.00,22.0,0.00,0.00,Cash,6,25,,,,,1,1011,68,,0.866,0.117,0.184,,
BK0045557,20260617,2026-06-17 10:07:58,5527,232,1,17,WhatsApp,Completed,760.00,760.00,0.00,18.0,136.80,189.98,UPI,15,24,95,1,4,Positive,1,670,39,47,0.667,0.801,0.416,1,0
BK0045558,20260617,2026-06-17 10:13:07,9148,589,31,2,App,NoShow,1670.00,0.00,150.00,21.0,0.00,0.00,Cash,17,27,,,,,1,1498,78,,0.942,0.064,0.104,,
BK0045559,20260617,2026-06-17 10:33:08,4886,211,31,1,Phone,Completed,1530.00,1530.00,0.00,21.0,321.30,326.75,UPI,10,32,86,1,,,1,1337,60,62,0.815,0.038,0.449,0,0
BK0045560,20260617,2026-06-17 10:36:12,18989,642,12,2,App,Completed,570.00,500.00,70.00,22.0,110.00,97.35,UPI,8,36,41,1,,,1,514,60,68,0.945,0.093,0.147,1,0
